order_id,product_id,quantity,unit_price,discount_pct,gross_amount,discount_amount,net_amount
ORD000031,PROD0119,1,123.44,25,123.44,30.86,92.58
ORD000031,PROD0278,2,1635.46,10,3270.92,327.09,2943.83
ORD000032,PROD0400,3,1725.49,10,5176.47,517.65,4658.82
ORD000032,PROD0259,3,2002.8,0,6008.4,0.0,6008.4
ORD000033,PROD0003,3,1228.11,15,3684.33,552.65,3131.68
ORD000033,PROD0352,1,821.2,25,821.2,205.3,615.9
ORD000034,PROD0049,1,173.22,0,173.22,0.0,173.22
ORD000034,PROD0117,1,883.91,0,883.91,0.0,883.91
ORD000034,PROD0189,1,13229.4,0,13229.4,0.0,13229.4
ORD000035,PROD0087,1,628.23,0,628.23,0.0,628.23
ORD000036,PROD0395,1,269.96,15,269.96,40.49,229.47
ORD000036,PROD0050,1,3724.1,15,3724.1,558.62,3165.48
ORD000036,PROD0362,1,4155.14,0,4155.14,0.0,4155.14
ORD000036,PROD0483,3,2868.97,20,8606.91,1721.38,6885.53
ORD000037,PROD0436,3,2119.02,0,6357.06,0.0,6357.06
ORD000038,PROD0497,2,3014.46,0,6028.92,0.0,6028.92
ORD000038,PROD0418,1,142.66,15,142.66,21.4,121.26
ORD000038,PROD0229,3,37010.69,5,111032.07,5551.6,105480.47
ORD000039,PROD0305,4,412.39,0,1649.56,0.0,1649.56
ORD000039,PROD0282,1,41380.7,10,41380.7,4138.07,37242.63
ORD000039,PROD0451,2,5575.77,15,11151.54,1672.73,9478.81
ORD000039,PROD0311,1,2178.85,10,2178.85,217.88,1960.97
ORD000039,PROD0353,1,206.7,15,206.7,31.0,175.7
ORD000040,PROD0203,1,5686.14,0,5686.14,0.0,5686.14
ORD000040,PROD0380,2,719.81,5,1439.62,71.98,1367.64
ORD000041,PROD0196,2,4676.66,10,9353.32,935.33,8417.99
ORD000041,PROD0379,1,375.24,0,375.24,0.0,375.24
ORD000041,PROD0413,4,4679.48,10,18717.92,1871.79,16846.13
ORD000042,PROD0303,1,1299.99,10,1299.99,130.0,1169.99
ORD000042,PROD0147,1,561.38,0,561.38,0.0,561.38
ORD000042,PROD0126,4,665.88,10,2663.52,266.35,2397.17
ORD000043,PROD0069,2,23119.15,10,46238.3,4623.83,41614.47
ORD000043,PROD0183,4,446.21,20,1784.84,356.97,1427.87
ORD000043,PROD0353,1,191.85,20,191.85,38.37,153.48
ORD000044,PROD0032,1,37925.65,15,37925.65,5688.85,32236.8
ORD000044,PROD0475,1,2208.6,5,2208.6,110.43,2098.17
ORD000045,PROD0122,1,706.74,5,706.74,35.34,671.4
ORD000045,PROD0043,2,8385.27,0,16770.54,0.0,16770.54
ORD000045,PROD0121,1,3297.72,15,3297.72,494.66,2803.06
ORD000045,PROD0376,2,13997.83,5,27995.66,1399.78,26595.88
ORD000046,PROD0436,3,2119.44,0,6358.32,0.0,6358.32
ORD000047,PROD0497,1,2846.36,0,2846.36,0.0,2846.36
ORD000047,PROD0293,1,4155.58,20,4155.58,831.12,3324.46
ORD000048,PROD0204,1,317.65,20,317.65,63.53,254.12
ORD000049,PROD0301,1,349.07,0,349.07,0.0,349.07
ORD000049,PROD0205,1,1309.87,5,1309.87,65.49,1244.38
ORD000050,PROD0046,1,1823.08,0,1823.08,0.0,1823.08
ORD000051,PROD0316,5,479.64,0,2398.2,0.0,2398.2
ORD000051,PROD0494,1,843.97,10,843.97,84.4,759.57
ORD000052,PROD0248,1,2476.41,0,2476.41,0.0,2476.41
ORD000052,PROD0434,3,850.26,5,2550.78,127.54,2423.24
ORD000052,PROD0194,1,4474.23,0,4474.23,0.0,4474.23
ORD000053,PROD0402,1,1680.98,10,1680.98,168.1,1512.88
ORD000054,PROD0421,2,505.91,5,1011.82,50.59,961.23
ORD000054,PROD0498,1,4677.85,10,4677.85,467.78,4210.07
ORD000054,PROD0153,4,377.18,0,1508.72,0.0,1508.72
ORD000054,PROD0403,2,8687.04,20,17374.08,3474.82,13899.26
ORD000055,PROD0465,1,8153.64,25,8153.64,2038.41,6115.23
ORD000056,PROD0174,2,374.74,15,749.48,112.42,637.06
ORD000057,PROD0305,3,433.02,5,1299.06,64.95,1234.11
ORD000057,PROD0483,1,2984.98,0,2984.98,0.0,2984.98
ORD000057,PROD0174,2,382.62,0,765.24,0.0,765.24
ORD000058,PROD0187,1,3363.64,5,3363.64,168.18,3195.46
ORD000059,PROD0012,3,1135.0,0,3405.0,0.0,3405.0
ORD000059,PROD0097,1,63138.78,0,63138.78,0.0,63138.78
ORD000060,PROD0293,1,3923.88,10,3923.88,392.39,3531.49
ORD000060,PROD0463,1,536.98,20,536.98,107.4,429.58
ORD000060,PROD0112,1,1077.36,0,1077.36,0.0,1077.36
ORD000061,PROD0231,4,674.24,10,2696.96,269.7,2427.26
ORD000061,PROD0231,2,721.14,0,1442.28,0.0,1442.28
ORD000062,PROD0004,1,1738.58,15,1738.58,260.79,1477.79
ORD000062,PROD0085,3,3705.64,5,11116.92,555.85,10561.07
ORD000063,PROD0137,2,508.08,0,1016.16,0.0,1016.16
ORD000064,PROD0189,2,13441.36,0,26882.72,0.0,26882.72
ORD000065,PROD0137,3,526.95,0,1580.85,0.0,1580.85
ORD000066,PROD0250,1,799.22,15,799.22,119.88,679.34
ORD000067,PROD0065,3,1581.76,5,4745.28,237.26,4508.02
ORD000067,PROD0086,1,823.47,0,823.47,0.0,823.47
ORD000068,PROD0058,2,633.12,20,1266.24,253.25,1012.99
ORD000068,PROD0229,2,38785.4,0,77570.8,0.0,77570.8
ORD000069,PROD0341,2,26103.76,15,52207.52,7831.13,44376.39
ORD000069,PROD0311,4,2123.98,5,8495.92,424.8,8071.12
ORD000069,PROD0412,2,495.47,10,990.94,99.09,891.85
ORD000070,PROD0092,3,375.92,15,1127.76,169.16,958.6
ORD000071,PROD0485,3,3440.95,0,10322.85,0.0,10322.85
ORD000071,PROD0268,2,2126.28,0,4252.56,0.0,4252.56
ORD000072,PROD0407,1,825.84,15,825.84,123.88,701.96
ORD000072,PROD0012,1,1114.65,10,1114.65,111.46,1003.19
ORD000072,PROD0110,1,384.46,0,384.46,0.0,384.46
ORD000072,PROD0298,2,1451.75,5,2903.5,145.18,2758.32
ORD000072,PROD0470,4,2326.33,0,9305.32,0.0,9305.32
ORD000073,PROD0155,1,3708.79,0,3708.79,0.0,3708.79
ORD000073,PROD0004,1,1645.65,5,1645.65,82.28,1563.37
ORD000073,PROD0483,1,2924.13,5,2924.13,146.21,2777.92
ORD000073,PROD0413,1,4907.93,0,4907.93,0.0,4907.93
ORD000074,PROD0497,1,2904.87,0,2904.87,0.0,2904.87
ORD000074,PROD0074,2,1181.52,0,2363.04,0.0,2363.04
ORD000075,PROD0209,1,431.85,15,431.85,64.78,367.07
ORD000075,PROD0376,4,14535.36,15,58141.44,8721.22,49420.22
ORD000075,PROD0430,2,1063.76,0,2127.52,0.0,2127.52
ORD000075,PROD0321,1,758.17,20,758.17,151.63,606.54
ORD000076,PROD0222,1,3529.08,15,3529.08,529.36,2999.72
ORD000076,PROD0480,1,2475.39,20,2475.39,495.08,1980.31
ORD000076,PROD0300,2,331.78,20,663.56,132.71,530.85
ORD000077,PROD0121,4,3337.44,0,13349.76,0.0,13349.76
ORD000078,PROD0053,1,1994.01,0,1994.01,0.0,1994.01
ORD000078,PROD0134,1,1225.58,5,1225.58,61.28,1164.3
ORD000078,PROD0445,5,2819.7,15,14098.5,2114.78,11983.72
ORD000079,PROD0229,1,38076.92,5,38076.92,1903.85,36173.07
ORD000079,PROD0416,2,6254.76,10,12509.52,1250.95,11258.57
ORD000079,PROD0407,3,865.0,0,2595.0,0.0,2595.0
ORD000080,PROD0092,2,396.33,5,792.66,39.63,753.03
ORD000080,PROD0040,4,600.17,15,2400.68,360.1,2040.58
ORD000080,PROD0438,3,1581.35,5,4744.05,237.2,4506.85
ORD000081,PROD0241,1,139.94,0,139.94,0.0,139.94
ORD000082,PROD0251,2,3267.29,10,6534.58,653.46,5881.12
ORD000083,PROD0003,1,1207.31,0,1207.31,0.0,1207.31
ORD000084,PROD0017,1,10028.15,25,10028.15,2507.04,7521.11
ORD000084,PROD0311,2,2298.44,15,4596.88,689.53,3907.35
ORD000085,PROD0128,1,1600.78,5,1600.78,80.04,1520.74
ORD000085,PROD0469,2,803.91,0,1607.82,0.0,1607.82
ORD000085,PROD0126,2,686.83,20,1373.66,274.73,1098.93
ORD000086,PROD0494,2,866.81,5,1733.62,86.68,1646.94
ORD000086,PROD0121,3,3605.9,5,10817.7,540.88,10276.82
ORD000087,PROD0294,1,1138.18,10,1138.18,113.82,1024.36
ORD000087,PROD0205,2,1301.91,10,2603.82,260.38,2343.44
ORD000088,PROD0128,3,1641.59,0,4924.77,0.0,4924.77
ORD000088,PROD0323,1,303.38,0,303.38,0.0,303.38
ORD000088,PROD0436,2,2137.09,15,4274.18,641.13,3633.05
ORD000089,PROD0076,1,2678.43,0,2678.43,0.0,2678.43
ORD000090,PROD0412,1,516.69,0,516.69,0.0,516.69
ORD000091,PROD0095,1,208.74,0,208.74,0.0,208.74
ORD000092,PROD0115,1,2674.4,15,2674.4,401.16,2273.24
ORD000092,PROD0027,1,1210.66,20,1210.66,242.13,968.53
ORD000093,PROD0206,1,1203.03,0,1203.03,0.0,1203.03
ORD000093,PROD0497,1,2881.55,10,2881.55,288.15,2593.4
ORD000093,PROD0017,1,10733.52,25,10733.52,2683.38,8050.14
ORD000093,PROD0345,2,1041.45,15,2082.9,312.44,1770.46
ORD000093,PROD0357,1,335.72,15,335.72,50.36,285.36
ORD000094,PROD0092,1,369.84,25,369.84,92.46,277.38
ORD000094,PROD0406,2,1741.5,20,3483.0,696.6,2786.4
ORD000094,PROD0402,3,1664.14,5,4992.42,249.62,4742.8
ORD000094,PROD0069,3,24047.68,5,72143.04,3607.15,68535.89
ORD000095,PROD0286,3,1572.52,0,4717.56,0.0,4717.56
ORD000095,PROD0229,1,35766.72,0,35766.72,0.0,35766.72
ORD000095,PROD0370,2,3208.8,0,6417.6,0.0,6417.6
ORD000096,PROD0317,2,504.61,0,1009.22,0.0,1009.22
ORD000097,PROD0245,1,9356.81,5,9356.81,467.84,8888.97
ORD000097,PROD0004,1,1630.54,5,1630.54,81.53,1549.01
ORD000097,PROD0449,2,340.01,5,680.02,34.0,646.02
ORD000098,PROD0346,3,1215.96,20,3647.88,729.58,2918.3
ORD000098,PROD0213,1,1920.78,5,1920.78,96.04,1824.74
ORD000099,PROD0244,1,1346.49,0,1346.49,0.0,1346.49
ORD000099,PROD0217,2,3292.48,25,6584.96,1646.24,4938.72
ORD000100,PROD0097,1,59536.88,10,59536.88,5953.69,53583.19
ORD000101,PROD0368,1,2480.28,10,2480.28,248.03,2232.25
ORD000101,PROD0456,4,367.62,5,1470.48,73.52,1396.96
ORD000102,PROD0078,2,4108.81,5,8217.62,410.88,7806.74
ORD000102,PROD0063,2,714.46,15,1428.92,214.34,1214.58
ORD000102,PROD0415,1,515.89,10,515.89,51.59,464.3
ORD000103,PROD0290,2,428.29,10,856.58,85.66,770.92
ORD000103,PROD0443,1,854.38,20,854.38,170.88,683.5
ORD000103,PROD0205,5,1299.88,0,6499.4,0.0,6499.4
ORD000103,PROD0276,1,10378.95,0,10378.95,0.0,10378.95
ORD000103,PROD0221,1,437.34,5,437.34,21.87,415.47
ORD000104,PROD0376,1,13846.27,0,13846.27,0.0,13846.27
ORD000105,PROD0375,2,165.9,20,331.8,66.36,265.44
ORD000105,PROD0078,2,3849.86,20,7699.72,1539.94,6159.78
ORD000105,PROD0365,1,3933.92,10,3933.92,393.39,3540.53
ORD000106,PROD0328,1,2043.47,5,2043.47,102.17,1941.3
ORD000106,PROD0111,1,2424.68,0,2424.68,0.0,2424.68
ORD000106,PROD0058,3,634.04,20,1902.12,380.42,1521.7
ORD000107,PROD0034,1,3272.95,0,3272.95,0.0,3272.95
ORD000108,PROD0310,1,513.57,20,513.57,102.71,410.86
ORD000108,PROD0139,2,3514.97,0,7029.94,0.0,7029.94
ORD000109,PROD0448,4,546.45,5,2185.8,109.29,2076.51
ORD000109,PROD0370,4,3346.8,5,13387.2,669.36,12717.84
ORD000110,PROD0485,5,3213.11,10,16065.55,1606.56,14458.99
ORD000110,PROD0344,5,33788.7,0,168943.5,0.0,168943.5
ORD000110,PROD0423,1,1225.46,20,1225.46,245.09,980.37
ORD000111,PROD0431,3,3978.48,20,11935.44,2387.09,9548.35
ORD000112,PROD0268,1,2127.58,0,2127.58,0.0,2127.58
ORD000113,PROD0031,1,123.81,5,123.81,6.19,117.62
ORD000113,PROD0127,2,700.88,10,1401.76,140.18,1261.58
ORD000113,PROD0401,2,403.19,10,806.38,80.64,725.74
ORD000114,PROD0214,3,250.68,30,752.04,225.61,526.43
ORD000114,PROD0328,2,2023.7,0,4047.4,0.0,4047.4
ORD000115,PROD0179,1,11029.49,15,11029.49,1654.42,9375.07
ORD000115,PROD0363,1,186.34,0,186.34,0.0,186.34
ORD000115,PROD0234,1,1458.05,0,1458.05,0.0,1458.05
ORD000115,PROD0174,1,350.67,25,350.67,87.67,263.0
ORD000116,PROD0196,1,4659.21,20,4659.21,931.84,3727.37
ORD000116,PROD0306,1,973.21,20,973.21,194.64,778.57
ORD000116,PROD0376,2,14061.67,0,28123.34,0.0,28123.34
ORD000117,PROD0310,1,488.88,0,488.88,0.0,488.88
ORD000117,PROD0004,1,1646.1,0,1646.1,0.0,1646.1
ORD000117,PROD0154,1,500.01,20,500.01,100.0,400.01
ORD000117,PROD0065,1,1669.17,10,1669.17,166.92,1502.25
ORD000117,PROD0248,2,2251.07,5,4502.14,225.11,4277.03
ORD000118,PROD0165,1,123.43,20,123.43,24.69,98.74
ORD000118,PROD0495,2,9873.8,15,19747.6,2962.14,16785.46
ORD000118,PROD0064,1,3788.29,25,3788.29,947.07,2841.22
ORD000119,PROD0076,2,2841.49,10,5682.98,568.3,5114.68
ORD000119,PROD0300,3,307.97,10,923.91,92.39,831.52
ORD000119,PROD0036,3,2447.47,5,7342.41,367.12,6975.29
ORD000120,PROD0368,2,2342.37,0,4684.74,0.0,4684.74
ORD000121,PROD0362,1,4096.93,0,4096.93,0.0,4096.93
ORD000121,PROD0062,5,190.77,0,953.85,0.0,953.85
ORD000122,PROD0395,1,285.2,15,285.2,42.78,242.42
ORD000122,PROD0388,3,8429.94,20,25289.82,5057.96,20231.86
ORD000122,PROD0131,2,3569.94,5,7139.88,356.99,6782.89
ORD000122,PROD0310,2,513.62,25,1027.24,256.81,770.43
ORD000123,PROD0178,5,10009.32,10,50046.6,5004.66,45041.94
ORD000124,PROD0465,3,8509.88,15,25529.64,3829.45,21700.19
ORD000125,PROD0376,1,14055.95,15,14055.95,2108.39,11947.56
ORD000126,PROD0379,1,407.03,0,407.03,0.0,407.03
ORD000126,PROD0375,5,159.26,0,796.3,0.0,796.3
ORD000127,PROD0310,2,499.84,0,999.68,0.0,999.68
ORD000127,PROD0083,1,22464.94,10,22464.94,2246.49,20218.45
ORD000127,PROD0373,2,337.94,5,675.88,33.79,642.09
ORD000127,PROD0391,1,1193.12,25,1193.12,298.28,894.84
ORD000127,PROD0382,1,335.9,0,335.9,0.0,335.9
ORD000128,PROD0193,1,1328.71,10,1328.71,132.87,1195.84
ORD000128,PROD0427,4,744.79,20,2979.16,595.83,2383.33
ORD000128,PROD0004,2,1753.09,15,3506.18,525.93,2980.25
ORD000129,PROD0232,3,675.6,15,2026.8,304.02,1722.78
ORD000129,PROD0466,2,13752.03,0,27504.06,0.0,27504.06
ORD000129,PROD0068,3,2733.16,15,8199.48,1229.92,6969.56
ORD000129,PROD0319,5,608.13,0,3040.65,0.0,3040.65
ORD000130,PROD0301,3,362.44,0,1087.32,0.0,1087.32
ORD000130,PROD0018,1,419.87,0,419.87,0.0,419.87
ORD000130,PROD0434,2,895.44,0,1790.88,0.0,1790.88
ORD000131,PROD0001,3,955.99,15,2867.97,430.2,2437.77
ORD000132,PROD0278,3,1627.03,10,4881.09,488.11,4392.98
ORD000132,PROD0330,1,723.18,5,723.18,36.16,687.02
ORD000132,PROD0133,4,1953.88,5,7815.52,390.78,7424.74
ORD000133,PROD0228,1,577.38,0,577.38,0.0,577.38
ORD000133,PROD0053,1,1898.37,10,1898.37,189.84,1708.53
ORD000133,PROD0097,2,58553.43,0,117106.86,0.0,117106.86
ORD000133,PROD0411,2,603.16,10,1206.32,120.63,1085.69
ORD000133,PROD0092,2,388.13,10,776.26,77.63,698.63
ORD000134,PROD0080,2,586.79,0,1173.58,0.0,1173.58
ORD000134,PROD0060,1,2307.81,10,2307.81,230.78,2077.03
ORD000134,PROD0231,1,713.69,0,713.69,0.0,713.69
ORD000134,PROD0182,1,1644.37,25,1644.37,411.09,1233.28
ORD000134,PROD0330,3,682.82,15,2048.46,307.27,1741.19
ORD000135,PROD0439,1,1083.78,15,1083.78,162.57,921.21
ORD000135,PROD0474,1,660.19,15,660.19,99.03,561.16
ORD000136,PROD0018,2,415.11,25,830.22,207.56,622.66
ORD000136,PROD0247,3,1088.19,10,3264.57,326.46,2938.11
ORD000136,PROD0017,2,10905.52,0,21811.04,0.0,21811.04
ORD000137,PROD0434,2,836.79,0,1673.58,0.0,1673.58
ORD000137,PROD0127,5,707.65,10,3538.25,353.82,3184.43
ORD000137,PROD0310,1,520.96,0,520.96,0.0,520.96
ORD000137,PROD0430,1,1014.39,0,1014.39,0.0,1014.39
ORD000137,PROD0483,3,3076.14,25,9228.42,2307.1,6921.32
ORD000138,PROD0011,3,933.08,10,2799.24,279.92,2519.32
ORD000138,PROD0134,3,1147.23,5,3441.69,172.08,3269.61
ORD000138,PROD0206,1,1188.22,20,1188.22,237.64,950.58
ORD000139,PROD0294,3,1142.08,15,3426.24,513.94,2912.3
ORD000139,PROD0215,3,163.5,0,490.5,0.0,490.5
ORD000140,PROD0121,2,3397.51,20,6795.02,1359.0,5436.02
ORD000140,PROD0125,4,2377.99,10,9511.96,951.2,8560.76
ORD000141,PROD0341,3,25199.91,15,75599.73,11339.96,64259.77
ORD000142,PROD0458,2,14740.38,0,29480.76,0.0,29480.76
ORD000142,PROD0045,1,2431.25,0,2431.25,0.0,2431.25
ORD000143,PROD0427,1,707.21,15,707.21,106.08,601.13
ORD000143,PROD0177,2,3881.57,15,7763.14,1164.47,6598.67
ORD000144,PROD0155,2,3595.06,0,7190.12,0.0,7190.12
ORD000145,PROD0080,1,629.51,20,629.51,125.9,503.61
ORD000146,PROD0301,1,341.25,20,341.25,68.25,273.0
ORD000146,PROD0299,4,1290.28,0,5161.12,0.0,5161.12
ORD000147,PROD0102,5,815.05,15,4075.25,611.29,3463.96
ORD000148,PROD0051,1,1187.77,0,1187.77,0.0,1187.77
ORD000148,PROD0205,1,1325.65,5,1325.65,66.28,1259.37
ORD000148,PROD0147,1,537.32,20,537.32,107.46,429.86
ORD000149,PROD0475,1,2219.38,15,2219.38,332.91,1886.47
ORD000150,PROD0424,2,39747.29,20,79494.58,15898.92,63595.66
ORD000150,PROD0274,2,1992.88,0,3985.76,0.0,3985.76
ORD000150,PROD0234,3,1347.21,0,4041.63,0.0,4041.63
ORD000150,PROD0112,2,1069.79,0,2139.58,0.0,2139.58
ORD000151,PROD0436,3,2022.33,15,6066.99,910.05,5156.94
ORD000151,PROD0434,1,847.2,20,847.2,169.44,677.76
ORD000151,PROD0354,1,290.8,10,290.8,29.08,261.72
ORD000152,PROD0415,1,538.8,10,538.8,53.88,484.92
ORD000152,PROD0018,1,416.24,15,416.24,62.44,353.8
ORD000153,PROD0088,1,1174.16,0,1174.16,0.0,1174.16
ORD000153,PROD0050,4,3709.65,15,14838.6,2225.79,12612.81
ORD000153,PROD0439,1,1097.03,0,1097.03,0.0,1097.03
ORD000154,PROD0097,1,61210.16,5,61210.16,3060.51,58149.65
ORD000154,PROD0349,1,1359.5,0,1359.5,0.0,1359.5
ORD000155,PROD0137,2,551.45,5,1102.9,55.14,1047.76
ORD000155,PROD0307,3,12836.45,0,38509.35,0.0,38509.35
ORD000155,PROD0121,1,3370.45,25,3370.45,842.61,2527.84
ORD000156,PROD0354,3,277.68,0,833.04,0.0,833.04
ORD000156,PROD0092,1,363.27,10,363.27,36.33,326.94
ORD000156,PROD0411,1,587.48,15,587.48,88.12,499.36
ORD000156,PROD0068,1,2725.22,15,2725.22,408.78,2316.44
ORD000156,PROD0382,1,339.66,10,339.66,33.97,305.69
ORD000157,PROD0092,3,362.82,0,1088.46,0.0,1088.46
ORD000158,PROD0117,1,852.43,5,852.43,42.62,809.81
ORD000158,PROD0017,1,10876.97,10,10876.97,1087.7,9789.27
ORD000158,PROD0117,2,908.92,0,1817.84,0.0,1817.84
ORD000159,PROD0391,4,1227.22,0,4908.88,0.0,4908.88
ORD000159,PROD0092,2,384.0,0,768.0,0.0,768.0
ORD000159,PROD0337,4,1286.23,0,5144.92,0.0,5144.92
ORD000160,PROD0056,1,2615.28,0,2615.28,0.0,2615.28
ORD000160,PROD0364,3,975.1,5,2925.3,146.26,2779.04
ORD000160,PROD0132,1,201.52,0,201.52,0.0,201.52
ORD000160,PROD0235,3,3811.63,5,11434.89,571.74,10863.15
ORD000160,PROD0061,1,3245.09,20,3245.09,649.02,2596.07
ORD000161,PROD0207,1,2229.53,20,2229.53,445.91,1783.62
ORD000161,PROD0205,1,1301.02,10,1301.02,130.1,1170.92
ORD000162,PROD0348,2,5895.1,20,11790.2,2358.04,9432.16
ORD000162,PROD0117,1,835.87,0,835.87,0.0,835.87
ORD000162,PROD0068,2,2574.34,5,5148.68,257.43,4891.25
ORD000162,PROD0310,1,515.24,10,515.24,51.52,463.72
ORD000163,PROD0458,1,15699.93,0,15699.93,0.0,15699.93
ORD000164,PROD0480,1,2469.01,20,2469.01,493.8,1975.21
ORD000165,PROD0248,4,2450.64,25,9802.56,2450.64,7351.92
ORD000166,PROD0278,1,1596.08,10,1596.08,159.61,1436.47
ORD000166,PROD0197,1,1683.59,0,1683.59,0.0,1683.59
ORD000166,PROD0494,2,824.48,0,1648.96,0.0,1648.96
ORD000166,PROD0368,1,2494.19,10,2494.19,249.42,2244.77
ORD000167,PROD0266,2,6595.97,25,13191.94,3297.98,9893.96
ORD000167,PROD0115,1,2874.13,0,2874.13,0.0,2874.13
ORD000167,PROD0466,1,13660.94,15,13660.94,2049.14,11611.8
ORD000168,PROD0157,1,1018.11,10,1018.11,101.81,916.3
ORD000169,PROD0376,1,14817.57,20,14817.57,2963.51,11854.06
ORD000170,PROD0294,4,1058.17,0,4232.68,0.0,4232.68
ORD000171,PROD0449,2,318.97,0,637.94,0.0,637.94
ORD000171,PROD0097,2,60040.82,10,120081.64,12008.16,108073.48
ORD000172,PROD0416,3,6013.52,25,18040.56,4510.14,13530.42
ORD000172,PROD0395,1,278.0,0,278.0,0.0,278.0
ORD000173,PROD0395,1,288.95,10,288.95,28.9,260.05
ORD000174,PROD0438,1,1583.22,15,1583.22,237.48,1345.74
ORD000174,PROD0064,2,3543.52,30,7087.04,2126.11,4960.93
ORD000175,PROD0248,3,2460.66,5,7381.98,369.1,7012.88
ORD000175,PROD0382,3,332.27,5,996.81,49.84,946.97
ORD000176,PROD0245,2,9583.22,15,19166.44,2874.97,16291.47
ORD000177,PROD0097,2,60753.55,5,121507.1,6075.36,115431.74
ORD000177,PROD0156,2,1684.5,30,3369.0,1010.7,2358.3
ORD000177,PROD0483,4,2979.53,5,11918.12,595.91,11322.21
ORD000177,PROD0163,1,1307.96,0,1307.96,0.0,1307.96
ORD000178,PROD0426,2,1753.31,0,3506.62,0.0,3506.62
ORD000179,PROD0500,1,5270.79,5,5270.79,263.54,5007.25
ORD000179,PROD0249,1,3064.42,5,3064.42,153.22,2911.2
ORD000179,PROD0379,1,396.65,20,396.65,79.33,317.32
